country,year,GENmun,ENRmun,RECmun,MRECmun,GENpac,RCOpac,RECpac,GENplas,RCOplas,RECplas,gov_right1,gov_cent1,gov_left1,TAXtotl_per,TAXrespol_per,TAXtotl_eur,TAXrespol_eur,EPS,TAXrespol_eur_log,TAXrespol_per_log,BIZred,BIZrec,BIZdes,BIZprod,no,INDrec,INDred,INDimp,GDPpc,POPden,URB,EDU,GDPpc_log,POPden_log,RECpac_percent,RECplas_percent,MRECmun_percent,GDPpc_log_mean,GDPpc_log_within,POPden_log_mean,POPden_log_within,URB_mean,URB_within,EDU_mean,EDU_within,gov_right1_mean,gov_right1_within,EPS_mean,EPS_within,INDimp_mean,INDimp_within,INDred_mean,INDred_within,INDrec_mean,INDrec_within
Estonia,2022,373.0,157.0,123.0,108.0,143.21,139.9,104.55,33.83,30.35,14.98,65.15,19.69,15.16,2.54,0.16,684.9663414489487,43.99335725512292,,3.784038651046442,-1.8325814637483104,,,,,,,,,47802.00730861263,31.56658085654108,69.609,36.7,10.774822911501857,3.4520989931424375,0.7300467844424271,0.44280224652675143,0.289544235924933,10.225010153491501,0.549812758010356,3.439107438555002,0.012991554587435505,68.60847368421052,1.0005263157894717,31.642105263157898,5.057894736842105,73.10208123047344,-7.952081230473439,3.3529411882352944,,3.3233333333333337,,27.166666666666668,,58.666666666666664,
Finland,2004,469.0,45.0,158.0,122.0,124.23,84.63,49.6,17.2,5.85,2.51,11.11,44.44,44.44,3.12,0.05,947.3674546285012,14.345358186379483,2.6388888,2.6634264185450536,-2.995732273553991,,,,,,76.0,37.0,3.0,31199.29145034477,17.16462129419876,82.772,28.2,10.348150663614852,2.8428503639921527,0.39925943813893583,0.14593023255813953,0.2601279317697228,10.661285143999109,-0.3131344803842566,2.8797887307215513,-0.03693836672939854,84.48847368421052,-1.7164736842105128,33.52105263157895,-5.321052631578947,36.43048964176419,-25.32048964176419,3.464052294117647,-0.8251634941176467,3.3216666666666668,-0.32166666666666677,31.166666666666668,5.833333333333332,66.33333333333333,9.666666666666671
Finland,2005,478.0,34.0,160.0,124.0,131.3,89.02,56.69,19.08,2.76,2.59,11.11,44.44,44.44,2.97,0.06,932.1217148904632,20.01488344856823,2.75,2.9964761692233965,-2.8134107167600364,,,,,,,,,32047.70693155644,17.223467612200007,82.905,28.6,10.374980913191933,2.8462728499350227,0.43175932977913173,0.13574423480083858,0.2594142259414226,10.661285143999109,-0.2863042308071755,2.8797887307215513,-0.03351588078652856,84.48847368421052,-1.5834736842105173,33.52105263157895,-4.921052631578945,36.43048964176419,-25.32048964176419,3.464052294117647,-0.7140522941176468,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2006,494.0,32.0,166.0,129.0,128.55,99.54,63.18,18.4,5.26,2.92,11.11,44.44,44.44,2.91,0.07,954.5659279018844,22.216871606230445,2.9722223,3.1008519825005783,-2.659260036932778,,,,,,,,,34447.71430264432,17.316983986057675,83.037,29.0,10.447197925986506,2.8516877532168965,0.49148191365227534,0.15869565217391304,0.2611336032388664,10.661285143999109,-0.21408721801260278,2.8797887307215513,-0.02810097750465479,84.48847368421052,-1.4514736842105123,33.52105263157895,-4.5210526315789465,36.43048964176419,-25.32048964176419,3.464052294117647,-0.49182999411764694,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2007,506.0,45.0,180.0,131.0,131.55,110.16,68.3,18.63,8.01,3.43,38.49,41.32,20.19,2.66,0.07,939.357727389614,23.82429018741775,2.9722223,3.1707056563332943,-2.659260036932778,,,,,,,,,37844.29315864206,17.39195632871847,83.168,30.0,10.541235472296869,2.856007819377453,0.5191942227290003,0.18411164787976383,0.25889328063241107,10.661285143999109,-0.12004967170224035,2.8797887307215513,-0.02378091134409832,84.48847368421052,-1.320473684210512,33.52105263157895,-3.5210526315789465,36.43048964176419,2.059510358235812,3.464052294117647,-0.49182999411764694,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2008,521.0,65.0,179.0,134.0,131.89,118.65,74.83,21.71,10.6,4.93,50.0,40.0,10.0,2.59,0.05,946.2869248102768,19.384954903631368,3.1944444,2.964497244766376,-2.995732273553991,,,,,,56.00000000000001,27.0,3.44,40081.22124820658,17.484037512339587,83.299,30.2,10.598663205559173,2.8612883225226504,0.5673667450147851,0.22708429295255642,0.2571976967370441,10.661285143999109,-0.06262193843993558,2.8797887307215513,-0.018500408198900864,84.48847368421052,-1.1894736842105118,33.52105263157895,-3.3210526315789473,36.43048964176419,13.56951035823581,3.464052294117647,-0.26960789411764674,3.3216666666666668,0.11833333333333318,31.166666666666668,-4.166666666666668,66.33333333333333,-10.333333333333321
Finland,2009,480.0,65.0,172.0,115.0,122.46,107.76,67.96,21.04,9.52,5.33,50.0,40.0,10.0,2.52,0.05,858.9831071026065,17.232107687187046,3.1666667,2.84677436965095,-2.995732273553991,,,,,,,,,37968.66174323198,17.567854557420205,83.429,30.9,10.54451640749627,2.8660707864574797,0.5549567205618161,0.25332699619771865,0.23958333333333334,10.661285143999109,-0.11676873650283959,2.8797887307215513,-0.01371794426407158,84.48847368421052,-1.0594736842105164,33.52105263157895,-2.621052631578948,36.43048964176419,13.56951035823581,3.464052294117647,-0.29738559411764687,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2010,470.0,82.0,154.0,92.0,132.05,112.3,73.17,21.67,9.79,5.69,50.0,40.0,10.0,2.67,0.05,935.049573475692,19.204407989630365,3.1111112,2.955139835476888,-2.995732273553991,,,,,,,,,38950.55258741914,17.648410661401776,83.77,31.6,10.570048238295026,2.8706457318121377,0.5541082923135175,0.26257498846331334,0.19574468085106383,10.661285143999109,-0.09123690570408272,2.8797887307215513,-0.009142998909413613,84.48847368421052,-0.7184736842105224,33.52105263157895,-1.9210526315789451,36.43048964176419,13.56951035823581,3.464052294117647,-0.35294109411764696,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2011,505.0,126.0,176.0,110.0,131.7,118.02,77.27,21.74,10.16,5.52,45.83,21.63,32.54,3.01,0.07,1103.3221782419298,24.31206145495253,3.75,3.190972583373412,-2.659260036932778,,,,,,59.0,37.0,3.36,40845.956672984925,17.730994767843626,84.313,32.5,10.61756311553583,2.8753142249895687,0.586712224753227,0.25390984360625574,0.21782178217821782,10.661285143999109,-0.04372202846327866,2.8797887307215513,-0.004474505731982603,84.48847368421052,-0.175473684210516,33.52105263157895,-1.0210526315789465,36.43048964176419,9.399510358235808,3.464052294117647,0.2859477058823532,3.3216666666666668,0.03833333333333311,31.166666666666668,5.833333333333332,66.33333333333333,-7.333333333333329
Finland,2012,506.0,171.0,168.0,109.0,132.2,123.36,78.36,21.65,11.04,5.5,42.11,5.26,52.63,2.97,0.06,1098.8237654025113,22.534291373189845,3.6388888,3.115038210038685,-2.8134107167600364,79.0,80.0,,32.0,63.99999999999999,,,,40739.113180942055,17.815561551877323,84.841,32.8,10.614943921771221,2.880072319856401,0.5927382753403934,0.2540415704387991,0.21541501976284586,10.661285143999109,-0.04634122222788761,2.8797887307215513,0.0002835891348498265,84.48847368421052,0.3525263157894756,33.52105263157895,-0.7210526315789494,36.43048964176419,5.6795103582358095,3.464052294117647,0.17483650588235333,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2013,493.0,209.0,160.0,94.0,131.77,122.76,76.38,21.65,11.72,4.92,42.11,5.26,52.63,2.93,0.06,1094.5083004656026,22.982284152225827,3.6388888,3.1347236648798766,-2.8134107167600364,71.0,52.0,,24.0,68.0,,,,41325.80520723206,17.897831452170195,85.125,33.6,10.629242407247906,2.884679557584254,0.5796463534947256,0.22725173210161664,0.19066937119675456,10.661285143999109,-0.03204273675120284,2.8797887307215513,0.004890826862702813,84.48847368421052,0.6365263157894816,33.52105263157895,0.07894736842105488,36.43048964176419,5.6795103582358095,3.464052294117647,0.17483650588235333,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2014,482.0,241.0,157.0,87.0,134.01,131.66,76.9,21.38,14.6,5.26,47.38029602612494,5.587175028627168,47.03252894524788,2.89,0.05,1090.7235944917818,19.95784317602891,3.6944444,2.993622207731525,-2.995732273553991,,,,,,50.0,24.0,3.3200000000000003,41547.098448539335,17.972003027411233,85.175,34.7,10.63458296507837,2.888815159659448,0.5738377733005,0.2460243217960711,0.18049792531120332,10.661285143999109,-0.026702178920739783,2.8797887307215513,0.009026428937896736,84.48847368421052,0.6865263157894788,33.52105263157895,1.1789473684210563,36.43048964176419,10.949806384360748,3.464052294117647,0.23039210588235326,3.3216666666666668,-0.0016666666666664831,31.166666666666668,-7.166666666666668,66.33333333333333,-16.33333333333333
Finland,2015,500.0,239.0,203.0,141.0,130.27,133.19,79.31,21.27,18.9,5.03,55.43916196615633,27.86462530217566,16.69621273166801,2.91,0.05,1116.51891375375,17.70224495490581,3.8611112,2.873691465147579,-2.995732273553991,64.0,35.0,30.0,36.0,61.0,,,,42269.22122181965,18.03011088809187,85.225,35.5,10.651814469492832,2.89204318739553,0.6088124664159054,0.2364833098260461,0.282,10.661285143999109,-0.009470674506276922,2.8797887307215513,0.01225445667397862,84.48847368421052,0.7365263157894759,33.52105263157895,1.9789473684210535,36.43048964176419,19.008672324392137,3.464052294117647,0.39705890588235304,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2016,504.0,276.0,212.0,147.0,129.19,141.81,83.54,22.36,21.72,5.68,57.14,42.86,0.0,3.11,0.03,1220.8607969387676,13.28407187010434,3.8333333,2.5865657137757108,-3.506557897319982,,,,,,,,,44562.40110720691,18.08200783126584,85.275,35.9,10.704645757961076,2.8949174014124064,0.6466444771267127,0.25402504472271914,0.2916666666666667,10.661285143999109,0.04336061396196733,2.8797887307215513,0.015128670690855106,84.48847368421052,0.7865263157894873,33.52105263157895,2.378947368421052,36.43048964176419,20.70951035823581,3.464052294117647,0.36928100588235324,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2017,510.0,299.0,207.0,140.0,135.0,151.34,87.96,23.66,23.17,6.28,57.87,42.13,0.0,2.98,0.03,1215.0944026502964,11.255917072212515,3.8333333,2.4208939523553568,-3.506557897319982,55.00000000000001,31.0,23.0,38.0,60.0,77.0,28.000000000000004,3.41,47234.85286009387,18.123894445906817,85.325,36.4,10.762887307137387,2.8972312027925016,0.6515555555555556,0.2654268808114962,0.27450980392156865,10.661285143999109,0.10160216313827775,2.8797887307215513,0.017442472070950288,84.48847368421052,0.8365263157894844,33.52105263157895,2.878947368421052,36.43048964176419,21.439510358235808,3.464052294117647,0.36928100588235324,3.3216666666666668,0.08833333333333337,31.166666666666668,-3.1666666666666643,66.33333333333333,10.666666666666671
Finland,2018,551.0,314.0,233.0,161.0,127.93,146.55,87.77,24.52,24.06,7.62,58.82352941176471,41.17647058823529,0.0,2.95,0.03,1241.5862497223743,11.78491621377838,3.9166667,2.466820426797983,-3.506557897319982,,,,,,,,,49248.677539586846,18.147950118452226,85.382,37.3,10.80463779425163,2.898557613200421,0.6860783240834831,0.3107667210440457,0.29219600725952816,10.661285143999109,0.14335265025252042,2.8797887307215513,0.018768882478869653,84.48847368421052,0.8935263157894866,33.52105263157895,3.7789473684210506,36.43048964176419,22.39303977000052,3.464052294117647,0.45261440588235313,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2019,566.0,314.0,246.0,166.0,131.44,151.28,90.0,24.22,23.76,10.18,32.07,31.76,36.16,2.82,0.02,1218.848284357848,9.960870080190436,3.8055556,2.2986644252299064,-3.912023005428146,,,,,,80.0,34.0,3.4,52276.11157239944,18.167360905471654,85.446,38.5,10.864294788009534,2.899626627251006,0.6847230675593426,0.4203137902559868,0.29328621908127206,10.661285143999109,0.2030096440104252,2.8797887307215513,0.019837896529454557,84.48847368421052,0.9575263157894796,33.52105263157895,4.9789473684210535,36.43048964176419,-4.36048964176419,3.464052294117647,0.3415033058823531,3.3216666666666668,0.07833333333333314,31.166666666666668,2.833333333333332,66.33333333333333,13.666666666666671
Finland,2020,609.0,349.0,257.0,177.0,157.66,154.39,92.11,28.41,28.25,7.45,10.526315789473683,26.31578947368421,63.1578947368421,2.74,0.02,1173.1530074004309,9.58487889505516,4.1111112,2.260186741577429,-3.912023005428146,,,,,,,,,53296.57927988517,18.19287688359545,85.517,39.8,10.883627429480613,2.901030137451371,0.584231891411899,0.2622316085885252,0.29064039408866993,10.661285143999109,0.22234228548150448,2.8797887307215513,0.02124140672981989,84.48847368421052,1.0285263157894775,33.52105263157895,6.278947368421051,36.43048964176419,-25.904173852290505,3.464052294117647,0.647058905882353,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2021,630.0,381.0,246.0,168.0,158.74,150.12,91.67,29.94,29.86,8.74,10.53,26.32,63.16,2.53,0.02,1134.9902012572782,8.6626696868102,,2.1590229529891243,-3.912023005428146,61.0,41.0,30.2,41.0,57.10000000000001,,,,56790.37661776893,18.23016591341208,85.596,35.5,10.947122164611576,2.9030776897688537,0.5774851959178531,0.29191716766867065,0.26666666666666666,10.661285143999109,0.2858370206124672,2.8797887307215513,0.023288959047302438,84.48847368421052,1.1075263157894852,33.52105263157895,1.9789473684210535,36.43048964176419,-25.90048964176419,3.464052294117647,,3.3216666666666668,,31.166666666666668,,66.33333333333333,
Finland,2022,522.0,289.0,228.0,149.0,159.86,152.2,92.42,28.94,28.85,8.87,10.53,26.32,63.16,2.45,0.02,1175.1035707382111,8.099197531508578,,2.091764986586492,-3.912023005428146,,,,,,,,,61344.62222265474,18.27980932245909,85.681,35.9,11.024262788964489,2.905797135033915,0.5781308645064431,0.30649619903248093,0.28544061302681994,10.661285143999109,0.36297764496537965,2.8797887307215513,0.02600840431236362,84.48847368421052,1.192526315789479,33.52105263157895,2.378947368421052,36.43048964176419,-25.90048964176419,3.464052294117647,,3.3216666666666668,,31.166666666666668,,66.33333333333333,
France,2004,519.0,170.0,150.0,79.0,198.02,121.66,100.45,31.66,16.72,5.54,86.94,4.25,0.0,2.08,0.13,561.7980394972296,33.96718113284791,2.8333333,3.525394797653362,-2.0402208285265546,,,,,,79.0,29.0,3.0,28925.1268683664,114.52039293821578,76.883,22.4,10.272465938166913,4.740752911399506,0.5072719927280073,0.1749842072015161,0.15221579961464354,10.593276317674503,-0.3208103795075896,4.787799106060058,-0.04704619466055249,79.15921052631579,-2.2762105263157935,29.057894736842105,-6.657894736842106,52.26017728952262,34.679822710477374,3.825163382352941,-0.9918300823529411,3.5,-0.5,28.666666666666668,0.33333333333333215,71.5,7.5
France,2005,529.0,176.0,154.0,88.0,196.2,124.54,104.57,31.86,17.12,6.04,89.75,3.23,0.0,2.0,0.12,557.4631833878029,33.601951629207164,2.8611112,3.514584149484931,-2.120263536200091,,,,,,,,,30431.236724020204,115.38680721824394,77.13,23.4,10.323224883669514,4.748290025339792,0.5329765545361875,0.18957940991839298,0.166351606805293,10.593276317674503,-0.2700514340049889,4.787799106060058,-0.03950908072026582,79.15921052631579,-2.0292105263157936,29.057894736842105,-5.657894736842106,52.26017728952262,37.48982271047738,3.825163382352941,-0.9640521823529413,3.5,,28.666666666666668,,71.5,
France,2006,535.0,174.0,164.0,92.0,199.69,127.9,109.4,32.53,16.94,6.2,87.1,3.23,0.0,1.95,0.12,565.053075223166,34.51617672295056,3.0833333,3.541428104662811,-2.120263536200091,,,,,,,,,32430.44431447068,116.19309405230872,77.377,24.0,10.386852899931243,4.755253411088077,0.5478491662076218,0.19059329849369813,0.17196261682242991,10.593276317674503,-0.20642341774325956,4.787799106060058,-0.03254569497198112,79.15921052631579,-1.7822105263157937,29.057894736842105,-5.057894736842105,52.26017728952262,34.83982271047737,3.825163382352941,-0.7418300823529411,3.5,,28.666666666666668,,71.5,
France,2007,542.0,173.0,175.0,95.0,200.5,135.18,114.31,33.12,17.69,6.99,79.54,5.11,0.0,1.87,0.12,565.5538717985206,37.6775566573134,3.25,3.629064603054533,-2.120263536200091,,,,,,,,,34067.466147563864,116.9136546514792,77.621,24.4,10.436098135936357,4.76143566791401,0.5701246882793017,0.21105072463768118,0.1752767527675277,10.593276317674503,-0.15717818173814635,4.787799106060058,-0.026363438146048246,79.15921052631579,-1.538210526315794,29.057894736842105,-4.657894736842106,52.26017728952262,27.279822710477383,3.825163382352941,-0.5751633823529412,3.5,,28.666666666666668,,71.5,
France,2008,538.0,175.0,182.0,99.0,199.88,130.39,110.32,31.89,18.19,7.18,75.0,6.25,0.0,1.83,0.12,566.2902417138945,38.368862900379085,3.4166667,3.647246268698,-2.120263536200091,,,,,,69.0,32.0,3.78,35053.26270691158,117.56788060421108,77.868,24.8,10.464623975346127,4.767015874045492,0.5519311586952171,0.2251489495139542,0.18401486988847585,10.593276317674503,-0.12865234232837608,4.787799106060058,-0.020783232014566444,79.15921052631579,-1.291210526315794,29.057894736842105,-4.257894736842104,52.26017728952262,22.739822710477377,3.825163382352941,-0.40849668235294123,3.5,0.2799999999999998,28.666666666666668,3.333333333333332,71.5,-2.5
France,2009,534.0,177.0,188.0,104.0,190.34,126.46,107.35,29.1,16.91,7.28,82.84,5.57,0.0,1.85,0.12,554.7207081533589,35.60696806110601,3.6944444,3.572541350758505,-2.120263536200091,,,,,,,,,34666.95988782937,118.17296829371188,78.117,25.9,10.453542347722399,4.772149384178744,0.5639907533886729,0.2501718213058419,0.1947565543071161,10.593276317674503,-0.13973396995210408,4.787799106060058,-0.015649721881314527,79.15921052631579,-1.0422105263157846,29.057894736842105,-3.157894736842106,52.26017728952262,30.57982271047738,3.825163382352941,-0.1307189823529411,3.5,,28.666666666666668,,71.5,
France,2010,534.0,179.0,192.0,107.0,193.09,135.75,117.96,30.88,18.89,7.31,81.14,4.57,0.0,1.87,0.11,573.2918991697056,35.0935409722704,3.6111112,3.5580170956544177,-2.2072749131897207,,,,,,,,,35911.54385814089,118.75697142032702,78.369,26.2,10.488814078725412,4.77707914788907,0.6109068310114454,0.23672279792746115,0.20037453183520598,10.593276317674503,-0.10446223894909146,4.787799106060058,-0.010719958170987809,79.15921052631579,-0.7902105263157893,29.057894736842105,-2.8578947368421055,52.26017728952262,28.879822710477377,3.825163382352941,-0.21405218235294132,3.5,,28.666666666666668,,71.5,
France,2011,534.0,182.0,196.0,110.0,196.7,140.03,120.53,31.2,19.02,7.28,95.65,0.0,0.0,1.9,0.13,599.0741164444958,39.51587391834478,3.9444444,3.6767024625289135,-2.0402208285265546,,,,,,68.0,31.0,3.58,37510.375989871376,119.33155817567852,78.622,26.7,10.532372866749274,4.781905821999142,0.6127605490594815,0.23333333333333334,0.20599250936329588,10.593276317674503,-0.06090345092522931,4.787799106060058,-0.005893284060916493,79.15921052631579,-0.5372105263157891,29.057894736842105,-2.3578947368421055,52.26017728952262,43.38982271047738,3.825163382352941,0.1192810176470589,3.5,0.08000000000000007,28.666666666666668,2.333333333333332,71.5,-3.5
France,2012,527.0,180.0,199.0,111.0,187.3,139.85,121.55,30.53,19.53,7.67,35.54,0.0,62.84,1.94,0.14,615.9829731364623,43.57450514645976,3.9166667,3.774472234978084,-1.9661128563728327,63.0,62.0,,26.0,69.0,,,,37671.02392685652,119.91018104051268,78.878,27.7,10.536646481810081,4.786742971193494,0.6489588894821142,0.25122830003275465,0.21062618595825428,10.593276317674503,-0.05662983586442216,4.787799106060058,-0.0010561348665643067,79.15921052631579,-0.2812105263157889,29.057894736842105,-1.3578947368421055,52.26017728952262,-16.720177289522624,3.825163382352941,0.09150331764705877,3.5,,28.666666666666668,,71.5,
France,2013,520.0,179.0,201.0,113.0,184.43,139.01,122.54,30.09,19.32,7.7,0.0,0.0,100.0,2.0,0.14,642.5049803075648,44.51654636693768,3.9166667,3.7958609485316295,-1.9661128563728327,63.0,49.0,,30.0,64.0,,,,39583.35204350454,120.531619539153,79.135,28.9,10.586163905906675,4.79191212132366,0.6644255273003308,0.2558989697573945,0.2173076923076923,10.593276317674503,-0.007112411767828064,4.787799106060058,0.004113015263602193,79.15921052631579,-0.02421052631578391,29.057894736842105,-0.1578947368421062,52.26017728952262,-52.26017728952262,3.825163382352941,0.09150331764705877,3.5,,28.666666666666668,,71.5,
France,2014,517.0,179.0,205.0,115.0,188.1,140.27,122.71,31.1,19.91,7.84,0.0,0.0,100.0,2.01,0.14,651.8421451106327,45.08983259411895,4.2222223,3.808656779720821,-1.9661128563728327,,,,,,56.00000000000001,17.0,3.46,40218.125863777605,121.10532236826484,79.394,29.8,10.602073065119571,4.796660599785378,0.6523657628920787,0.25209003215434084,0.22243713733075435,10.593276317674503,0.008796747445067865,4.787799106060058,0.008861493725319747,79.15921052631579,0.23478947368421643,29.057894736842105,0.7421052631578959,52.26017728952262,-52.26017728952262,3.825163382352941,0.39705891764705914,3.5,-0.040000000000000036,28.666666666666668,-11.666666666666668,71.5,-15.499999999999993
France,2015,516.0,180.0,210.0,117.0,187.36,141.51,122.77,32.06,20.62,8.16,0.0,0.0,100.0,2.14,0.13,707.7719463549707,43.0965360002135,4.0277777,3.763442622655017,-2.0402208285265546,77.0,36.0,40.0,34.0,64.0,,,,40916.10535718004,121.53670211503096,79.655,30.5,10.619279038536435,4.800216292185961,0.6552625960717335,0.2545227698066126,0.22674418604651161,10.593276317674503,0.026002720861932005,4.787799106060058,0.012417186125902369,79.15921052631579,0.4957894736842121,29.057894736842105,1.4421052631578952,52.26017728952262,-52.26017728952262,3.825163382352941,0.2026143176470585,3.5,,28.666666666666668,,71.5,
France,2016,553.0,174.0,220.0,120.0,190.08,143.62,125.54,32.65,21.05,8.42,0.0,0.0,100.0,2.23,0.13,746.4019299532295,43.35764478755683,3.9166667,3.769483038025988,-2.0402208285265546,,,,,,,,,42880.2351355429,121.85782302116492,79.917,30.9,10.666166279301079,4.802854980071614,0.6604587542087542,0.2578866768759571,0.21699819168173598,10.593276317674503,0.07288996162657568,4.787799106060058,0.015055874011555836,79.15921052631579,0.7577894736842126,29.057894736842105,1.8421052631578938,52.26017728952262,-52.26017728952262,3.825163382352941,0.09150331764705877,3.5,,28.666666666666668,,71.5,
France,2017,558.0,172.0,224.0,122.0,193.08,150.5,131.56,34.8,24.27,9.21,29.16,4.42,39.65,2.3,0.13,788.6515470720742,43.5906501716578,4.1666665,3.774842681754064,-2.0402208285265546,83.0,43.0,33.0,23.0,74.0,81.0,30.0,3.6,44469.14588568046,122.21197062588918,80.18,31.4,10.70255087679186,4.805757001235126,0.6813755956080381,0.26465517241379316,0.21863799283154123,10.593276317674503,0.10927455911735606,4.787799106060058,0.017957895175067407,79.15921052631579,1.0207894736842178,29.057894736842105,2.342105263157894,52.26017728952262,-23.100177289522623,3.825163382352941,0.34150311764705865,3.5,0.10000000000000009,28.666666666666668,1.3333333333333321,71.5,9.5
France,2018,557.0,173.0,227.0,119.0,195.49,141.37,119.7,35.09,24.53,9.43,50.50228310502283,4.949771689497717,0.0,2.37,0.12,829.9787243128732,40.90332895025946,4.5555553,3.711211452163454,-2.120263536200091,,,,,,,,,46381.05906294552,122.65088018233718,80.444,32.8,10.744646445023713,4.809341947053287,0.6123075349122717,0.26873753206041606,0.21364452423698385,10.593276317674503,0.1513701273492103,4.787799106060058,0.021542840993229007,79.15921052631579,1.2847894736842136,29.057894736842105,3.7421052631578924,52.26017728952262,-1.75789418449979,3.825163382352941,0.7303919176470588,3.5,,28.666666666666668,,71.5,
France,2019,555.0,170.0,228.0,121.0,187.02,145.65,118.5,35.47,24.8,9.56,54.03,9.42,0.0,2.31,0.11,833.4859332961039,40.782367876815165,4.7222223,3.708249828120141,-2.2072749131897207,,,,,,76.0,33.0,3.58,51130.472314057966,123.05944586590984,80.709,33.8,10.842135925544737,4.812667538343566,0.6336220725056143,0.2695235410205808,0.218018018018018,10.593276317674503,0.24885960787023365,4.787799106060058,0.024868432283508213,79.15921052631579,1.5497894736842142,29.057894736842105,4.742105263157892,52.26017728952262,1.7698227104773778,3.825163382352941,0.8970589176470591,3.5,0.08000000000000007,28.666666666666668,4.333333333333332,71.5,4.5
France,2020,538.0,172.0,225.0,126.0,187.52,140.62,108.5,35.67,25.61,7.65,50.39108539590699,7.752827907119131,19.84662717546035,2.13,0.12,729.3371366239401,39.59994148025084,4.8888888,3.6788276404879,-2.120263536200091,,,,,,,,,49481.80443096524,123.4594937148096,80.975,35.3,10.8093602937268,4.81591311615392,0.5786049488054608,0.2144659377628259,0.2342007434944238,10.593276317674503,0.21608397605229612,4.787799106060058,0.028114010093862163,79.15921052631579,1.8157894736842053,29.057894736842105,6.242105263157892,52.26017728952262,-1.8690918936156322,3.825163382352941,1.063725417647059,3.5,,28.666666666666668,,71.5,
France,2021,564.0,180.0,247.0,140.0,197.49,147.42,117.7,36.75,26.52,8.49,47.06,5.88,29.41,2.16,0.12,797.4168405256675,45.546461805658375,,3.818732943535448,-2.120263536200091,48.3,41.7,24.3,38.0,59.8,,,,52517.33549058571,123.90091077275972,81.242,36.3,10.868898593896432,4.8194821394778105,0.5959795432680136,0.2310204081632653,0.24822695035460993,10.593276317674503,0.27562227622192914,4.787799106060058,0.03168303341775225,79.15921052631579,2.0827894736842154,29.057894736842105,7.242105263157892,52.26017728952262,-5.200177289522621,3.825163382352941,,3.5,,28.666666666666668,,71.5,
France,2022,535.0,166.0,221.0,122.0,188.21,149.65,123.35,35.68,26.21,8.98,48.3,6.2,10.96,2.01,0.12,784.000414897433,48.101069249746,,3.873304406589088,-2.120263536200091,,,,,,,,,56181.005813740296,124.30672057886213,81.509,36.9,10.936334003910934,4.82275206446346,0.6553849423516285,0.2516816143497758,0.22803738317757008,10.593276317674503,0.3430576862364312,4.787799106060058,0.034952958403401624,79.15921052631579,2.3497894736842113,29.057894736842105,7.842105263157894,52.26017728952262,-3.960177289522626,3.825163382352941,,3.5,,28.666666666666668,,71.5,
Germany,2004,587.0,4.0,331.0,237.0,188.05,162.46,130.86,27.33,20.25,12.14,0.0,0.0,100.0,2.65,0.0,737.4182979209188,0.0,2.7777777,-inf,-inf,,,,,,75.0,40.0,2.7299999999999995,31757.417727618093,236.5921954296528,75.779,21.1,10.3658816062501,5.46633796465049,0.695878755650093,0.44420051225759244,0.403747870528109,10.731641005762116,-0.3657593995120152,5.46113183749859,0.005206127151899942,76.96557894736843,-1.1865789473684316,23.878947368421052,-2.7789473684210506,8.124736842105264,-8.124736842105264,3.0800653411764705,-0.30228764117647033,3.3233333333333337,-0.5933333333333342,39.5,0.5,58.333333333333336,16.666666666666664
Germany,2005,565.0,5.0,344.0,251.0,187.59,163.14,127.97,28.71,21.38,11.23,0.0,5.48,94.52,2.62,0.0,737.6916016217501,0.0,2.8888888,-inf,-inf,,,,,,,,,32313.736788416987,236.4646805826356,75.98,20.6,10.383247706368712,5.465798854634035,0.6821792206407591,0.39115290839428773,0.44424778761061945,10.731641005762116,-0.348393299393404,5.46113183749859,0.0046670171354445955,76.96557894736843,-0.985578947368424,23.878947368421052,-3.2789473684210506,8.124736842105264,-8.124736842105264,3.0800653411764705,-0.19117654117647032,3.3233333333333337,,39.5,,58.333333333333336,
Germany,2006,564.0,47.0,350.0,257.0,195.84,173.14,130.24,31.46,25.7,12.98,0.0,50.0,50.0,2.58,0.0,759.1125769669295,0.0,2.9444444,-inf,-inf,,,,,,,,,34748.75432572376,236.2251978664832,76.179,20.1,10.455899003608666,5.464785578287064,0.6650326797385622,0.4125874125874126,0.45567375886524825,10.731641005762116,-0.27574200215345,5.46113183749859,0.0036537407884731365,76.96557894736843,-0.7865789473684259,23.878947368421052,-3.7789473684210506,8.124736842105264,-8.124736842105264,3.0800653411764705,-0.1356209411764704,3.3233333333333337,,39.5,,58.333333333333336,
